Record number,Origin of data,Subject number,Ethnicity,Gender,Age group,Body location,L,a,b
475,1,53,CA,M,,10,61.9967,5.8053,17.6591
476,1,53,CA,M,,7,61.7497,6.6170,17.1717
477,1,54,CA,F,,6,65.2221,9.0668,10.6380
478,1,54,CA,F,,9,60.8357,12.3767,13.6200
479,1,54,CA,F,,2,63.1073,10.5297,12.7384
480,1,54,CA,F,,5,61.5441,9.6966,9.9622
481,1,54,CA,F,,4,62.8093,11.2199,13.3582
482,1,54,CA,F,,1,64.1398,6.4258,12.8193
483,1,54,CA,F,,11,63.1207,6.3703,11.6929
484,1,54,CA,F,,10,62.1475,8.2980,14.2353
485,1,54,CA,F,,7,65.5456,4.4828,13.6549
486,1,55,CA,F,,6,59.4854,8.9524,17.8585
487,1,55,CA,F,,9,62.3252,8.4379,15.6312
488,1,55,CA,F,,2,64.2408,6.9660,16.3776
489,1,55,CA,F,,5,65.5860,10.2276,15.8065
490,1,55,CA,F,,4,57.7516,12.5056,18.6714
491,1,55,CA,F,,1,57.8273,6.7052,16.8512
492,1,55,CA,F,,11,59.0948,9.8169,16.2519
493,1,55,CA,F,,10,61.5073,6.7724,16.7807
494,1,55,CA,F,,7,62.9058,5.5609,16.2161
495,1,56,CA,F,,6,59.0225,10.0831,13.4024
496,1,56,CA,F,,9,60.9720,9.7340,13.9188
497,1,56,CA,F,,2,60.9913,11.6184,12.6689
498,1,56,CA,F,,5,52.8579,3.1050,5.0834
499,1,56,CA,F,,4,58.9018,11.1146,15.8314
500,1,56,CA,F,,1,57.4122,8.3164,15.1381
501,1,56,CA,F,,11,59.7402,8.6392,12.0839
502,1,56,CA,F,,10,56.8182,6.8660,16.5810
503,1,56,CA,F,,7,63.7848,4.3992,14.5377
504,1,57,CA,M,,6,60.9411,10.0289,14.5618
505,1,57,CA,M,,9,63.3017,12.9137,14.2133
506,1,57,CA,M,,2,61.4948,13.9025,11.7531
507,1,57,CA,M,,5,59.5913,14.8428,10.9458
508,1,57,CA,M,,4,63.1448,8.5186,15.3063
509,1,57,CA,M,,1,61.8150,9.3488,13.2827
510,1,57,CA,M,,11,60.3022,9.7476,12.5627
511,1,57,CA,M,,10,63.6015,7.2984,16.5016
512,1,57,CA,M,,7,67.0491,5.1181,14.1074
513,1,58,CA,M,,6,59.1433,13.3400,14.6825
514,1,58,CA,M,,9,59.6302,11.8598,14.7450
515,1,58,CA,M,,2,60.8456,9.6737,13.6522
516,1,58,CA,M,,5,53.4656,14.2047,9.1454
517,1,58,CA,M,,4,59.3608,13.0006,15.0596
518,1,58,CA,M,,1,61.3299,9.6696,12.9925
519,1,58,CA,M,,11,57.6757,9.3488,11.3026
520,1,58,CA,M,,10,58.0925,7.3076,14.8901
521,1,58,CA,M,,7,64.8559,4.9397,10.8936
522,1,59,CA,M,,6,55.7927,10.7934,16.4913
523,1,59,CA,M,,9,49.7124,12.3736,13.9250
524,1,59,CA,M,,2,57.7965,12.9543,15.6678
525,1,59,CA,M,,5,50.1951,15.1300,12.6154
526,1,59,CA,M,,4,55.3335,12.0519,17.8396
527,1,59,CA,M,,1,56.0210,7.2375,14.7636
528,1,59,CA,M,,11,58.9173,7.4229,13.4411
529,1,59,CA,M,,10,56.2714,7.8100,16.9845
530,1,59,CA,M,,7,55.3201,7.8582,16.5021
531,1,60,CA,F,,6,60.1263,9.9379,13.6358
532,1,60,CA,F,,9,59.8703,8.4473,15.5792
533,1,60,CA,F,,2,60.6007,11.6847,13.9600
534,1,60,CA,F,,5,57.5010,8.0171,12.0508
535,1,60,CA,F,,4,58.2088,10.1388,18.1354
536,1,60,CA,F,,1,58.6674,5.9325,12.8525
537,1,60,CA,F,,11,62.4666,6.5432,11.5494
538,1,60,CA,F,,10,67.0596,5.6095,11.9269
539,1,60,CA,F,,7,66.9387,3.8120,14.2099
540,1,61,CA,F,,6,54.8413,8.0388,16.8915
541,1,61,CA,F,,9,54.6764,10.7479,14.3103
542,1,61,CA,F,,2,57.2198,10.1774,15.4149
543,1,61,CA,F,,5,52.1564,12.6984,11.6163
544,1,61,CA,F,,4,56.6615,10.5497,16.0581
545,1,61,CA,F,,1,57.6358,6.3831,15.1987
546,1,61,CA,F,,11,57.1756,7.6948,13.4772
547,1,61,CA,F,,10,55.4727,6.0121,15.4395
548,1,61,CA,F,,7,57.5635,6.2796,16.0022
549,1,62,CA,F,,6,56.4791,11.9917,16.7299
550,1,62,CA,F,,9,62.0386,10.6884,15.1397
551,1,62,CA,F,,2,60.4916,11.0515,15.2571
552,1,62,CA,F,,5,53.2229,11.0980,15.3633
553,1,62,CA,F,,4,59.6570,10.8105,16.7811
554,1,62,CA,F,,1,60.8637,6.9929,16.9496
555,1,62,CA,F,,11,61.6008,9.1466,12.6043
556,1,62,CA,F,,10,61.7164,5.8451,16.3760
557,1,62,CA,F,,7,62.9274,5.5854,15.5257
558,1,63,CA,F,,6,55.5879,12.1204,17.8992
559,1,63,CA,F,,9,49.5498,11.8923,15.8604
560,1,63,CA,F,,2,58.2522,11.1290,19.5715
561,1,63,CA,F,,5,55.4301,10.3970,15.9825
562,1,63,CA,F,,4,55.9528,13.2847,17.7770
563,1,63,CA,F,,1,57.5605,9.2759,16.6200
564,1,63,CA,F,,11,62.6253,9.3952,14.8625
565,1,63,CA,F,,10,63.0946,6.1601,17.1630
566,1,63,CA,F,,7,63.6378,6.4605,14.4467
567,1,64,CA,F,,6,54.7974,11.4193,16.1553
568,1,64,CA,F,,9,56.9968,11.7522,16.6031
569,1,64,CA,F,,2,59.4825,11.8784,16.5682
570,1,64,CA,F,,5,59.4347,9.6039,15.6168
571,1,64,CA,F,,4,56.0222,9.9952,18.2199
572,1,64,CA,F,,1,58.7864,8.3232,18.3203
573,1,64,CA,F,,11,56.3767,11.1021,17.8161
574,1,64,CA,F,,10,61.2352,6.4639,16.5850
575,1,64,CA,F,,7,62.7627,5.5611,15.8646
576,1,65,CA,F,,6,67.7827,10.6406,15.0849
577,1,65,CA,F,,9,58.7645,10.5404,12.2812
578,1,65,CA,F,,2,65.9644,12.6560,13.7433
579,1,65,CA,F,,5,67.0782,11.1859,12.7909
580,1,65,CA,F,,4,66.5039,11.7213,11.1116
581,1,65,CA,F,,1,61.1584,10.8012,10.1751
582,1,65,CA,F,,11,61.4282,12.0558,13.9383
583,1,65,CA,F,,10,64.9769,7.3232,14.6701
584,1,65,CA,F,,7,70.0175,4.1820,9.2947
585,1,66,CA,F,,6,61.8617,10.7428,15.1093
586,1,66,CA,F,,9,55.0284,11.0503,12.6790
587,1,66,CA,F,,2,63.3764,12.6396,15.2128
588,1,66,CA,F,,5,56.9881,10.5643,14.7821
589,1,66,CA,F,,4,64.2270,12.7445,15.5974
590,1,66,CA,F,,1,62.8466,6.7125,11.3194
591,1,66,CA,F,,11,68.1168,5.6212,12.7754
592,1,66,CA,F,,10,62.6695,7.3703,11.8595
593,1,66,CA,F,,7,65.6960,7.4905,12.9541
594,1,67,CA,F,,6,57.3092,10.1440,15.7286
595,1,67,CA,F,,9,54.7817,11.2631,14.3258
596,1,67,CA,F,,2,61.0344,9.5915,15.2433
597,1,67,CA,F,,5,55.9190,13.5448,11.9854
598,1,67,CA,F,,4,60.4085,10.2759,16.3501
599,1,67,CA,F,,1,56.6105,8.7297,17.1251
600,1,67,CA,F,,11,59.9659,8.1414,15.6898
601,1,67,CA,F,,10,57.6612,7.4882,17.6624
602,1,67,CA,F,,7,58.7005,6.8128,16.1049
603,1,68,CA,M,,6,63.0172,11.1112,12.2029
604,1,68,CA,M,,9,53.0122,9.3132,9.5647
605,1,68,CA,M,,2,66.9144,7.0678,12.9839
606,1,68,CA,M,,5,44.0058,7.6737,14.3708
607,1,68,CA,M,,4,59.9956,8.4158,13.9017
608,1,68,CA,M,,1,63.5665,6.1539,13.4970
609,1,68,CA,M,,11,62.0119,10.2563,13.0664
610,1,68,CA,M,,10,64.0932,4.1718,10.9337
611,1,68,CA,M,,7,66.6715,4.0916,10.7452
612,1,69,CA,M,,6,59.8122,11.9210,12.3936
613,1,69,CA,M,,9,54.8198,12.6052,14.1809
614,1,69,CA,M,,2,59.6304,10.4497,13.1586
615,1,69,CA,M,,5,52.8717,10.3318,12.5527
616,1,69,CA,M,,4,53.7951,8.5266,11.5406
617,1,69,CA,M,,1,57.9799,7.5516,12.7763
618,1,69,CA,M,,11,58.5700,10.9139,13.0421
619,1,69,CA,M,,10,54.2771,3.4255,11.8075
620,1,69,CA,M,,7,65.9083,5.2547,13.3570
621,1,70,CA,F,,6,62.4840,8.8844,16.1952
622,1,70,CA,F,,9,48.0672,9.2998,12.7624
623,1,70,CA,F,,2,62.1193,11.1142,17.3778
624,1,70,CA,F,,5,58.0902,10.0189,17.1131
625,1,70,CA,F,,4,60.9658,11.0150,18.0641
626,1,70,CA,F,,1,55.7664,8.6942,15.8886
627,1,70,CA,F,,11,51.6030,7.4242,11.7520
628,1,70,CA,F,,10,58.0442,7.6227,19.1783
629,1,70,CA,F,,7,60.4807,6.5356,16.9646
630,1,71,CA,F,,6,57.5672,9.6712,17.9427
631,1,71,CA,F,,9,56.4606,11.6133,16.8845
632,1,71,CA,F,,2,59.9742,10.1727,17.3645
633,1,71,CA,F,,5,22.5182,8.3147,5.7344
634,1,71,CA,F,,4,60.4003,11.4188,15.9218
635,1,71,CA,F,,1,59.6528,5.6580,14.4615
636,1,71,CA,F,,11,63.7374,5.5303,13.3900
637,1,71,CA,F,,10,62.5251,6.1519,18.4911
638,1,71,CA,F,,7,64.3936,2.9951,12.2156
639,1,72,CA,F,,6,54.3201,9.6706,18.8665
640,1,72,CA,F,,9,50.1492,10.3436,13.7767
641,1,72,CA,F,,2,61.9623,7.8196,18.3221
642,1,72,CA,F,,4,57.3763,11.4792,17.0656
643,1,72,CA,F,,1,53.5952,10.3175,16.2993
644,1,72,CA,F,,11,59.7387,9.7016,14.4766
645,1,72,CA,F,,10,56.1101,8.5222,16.6464
646,1,72,CA,F,,7,58.5240,6.6224,15.5017
647,1,73,CA,F,,6,57.0206,11.1903,15.1658
648,1,73,CA,F,,9,60.4082,11.7520,15.5077
649,1,73,CA,F,,2,56.3006,16.2191,15.9810
650,1,73,CA,F,,5,44.3046,8.5830,9.3105
651,1,73,CA,F,,4,59.0956,13.3725,16.8121
652,1,73,CA,F,,1,62.3905,7.3120,11.3941
653,1,73,CA,F,,11,63.0073,7.9998,17.3236
654,1,73,CA,F,,10,65.0955,5.9931,13.5594
655,1,73,CA,F,,7,64.6123,5.1851,12.6308
656,1,74,CA,M,,6,51.3678,9.8016,17.6783
657,1,74,CA,M,,9,51.9939,10.1231,17.5832
658,1,74,CA,M,,2,53.7615,10.3030,19.0032
659,1,74,CA,M,,5,54.3723,8.4499,16.9008
660,1,74,CA,M,,4,49.5952,12.1441,16.7207
661,1,74,CA,M,,1,51.3780,8.7037,17.9167
662,1,74,CA,M,,11,61.1361,8.9001,14.0365
663,1,74,CA,M,,10,51.5281,8.1938,18.4211
664,1,74,CA,M,,7,56.6036,7.1354,18.6982
665,1,75,CA,M,,6,55.0267,10.4162,19.1615
666,1,75,CA,M,,9,45.3821,9.3716,14.1555
667,1,75,CA,M,,2,52.5996,8.9178,18.1659
668,1,75,CA,M,,5,44.4244,12.5571,12.0376
669,1,75,CA,M,,4,53.4223,8.1877,18.3840
670,1,75,CA,M,,1,52.2104,9.7439,16.1358
671,1,75,CA,M,,10,51.8490,10.8692,15.8946
672,1,75,CA,M,,7,55.2194,8.1107,15.9066
673,1,76,CA,M,,6,54.8033,7.9963,16.8640
674,1,76,CA,M,,9,59.3289,10.4195,14.2022
675,1,76,CA,M,,2,63.0623,7.0637,15.5059
676,1,76,CA,M,,5,36.5134,11.3059,7.1381
677,1,76,CA,M,,4,59.8695,9.3438,15.6426
678,1,76,CA,M,,1,54.8119,9.1190,16.8741
679,1,76,CA,M,,11,60.0078,11.1340,14.3741
680,1,76,CA,M,,10,60.9670,5.8499,15.1494
681,1,76,CA,M,,7,64.4701,6.8919,15.0092
682,1,77,CA,F,,6,49.8006,9.4303,18.1412
683,1,77,CA,F,,9,49.1053,9.6939,17.6351
684,1,77,CA,F,,2,53.2385,8.9686,16.9819
685,1,77,CA,F,,5,47.7012,9.3614,15.7046
686,1,77,CA,F,,4,49.3280,11.8250,16.4536
687,1,77,CA,F,,1,52.8466,8.1785,16.5387
688,1,77,CA,F,,11,53.9544,10.4432,16.2327
689,1,77,CA,F,,10,52.1474,8.2836,16.6371
690,1,77,CA,F,,7,53.5418,6.7331,17.7626
691,1,78,CA,F,,6,56.9886,15.0817,14.8983
692,1,78,CA,F,,9,50.0142,11.9972,9.7534
693,1,78,CA,F,,2,61.6002,10.2363,12.8776
694,1,78,CA,F,,5,54.9730,15.3158,10.9100
695,1,78,CA,F,,4,58.5953,14.3984,13.5616
696,1,78,CA,F,,1,66.0703,8.9397,13.7244
697,1,78,CA,F,,11,49.3541,8.5189,11.9216
698,1,78,CA,F,,10,59.9085,9.8610,14.2883
699,1,78,CA,F,,7,65.0319,8.0385,11.9408
700,1,79,CA,F,,6,44.8267,11.9964,18.0800
701,1,79,CA,F,,9,42.0594,12.5320,19.4781
702,1,79,CA,F,,2,40.0999,16.3195,21.0282
703,1,79,CA,F,,5,42.0618,12.6273,18.5359
704,1,79,CA,F,,4,39.9780,12.4279,16.6096
705,1,79,CA,F,,1,44.8854,9.5181,15.3930
706,1,79,CA,F,,11,50.5446,11.0405,18.4265
707,1,79,CA,F,,10,42.9979,10.5113,15.7016
708,1,79,CA,F,,7,43.1226,9.9181,16.5679
709,1,80,CA,F,,6,37.3920,9.8213,14.1175
710,1,80,CA,F,,9,38.6202,12.0164,14.5694
711,1,80,CA,F,,2,33.9498,8.6185,12.7670
712,1,80,CA,F,,5,30.8001,8.5129,11.5994
713,1,80,CA,F,,4,36.4237,11.0084,12.1638
714,1,80,CA,F,,1,34.2469,9.9447,13.3231
715,1,80,CA,F,,11,45.0156,9.5017,16.1376
716,1,80,CA,F,,10,36.6521,9.6352,12.7804
717,1,80,CA,F,,7,41.8518,10.2878,16.0187
718,1,81,CA,F,,6,47.2906,12.1054,18.7185
719,1,81,CA,F,,9,45.0183,11.3391,16.1889
720,1,81,CA,F,,2,50.1313,9.2026,19.3067
721,1,81,CA,F,,5,48.4765,14.5205,19.3738
722,1,81,CA,F,,4,49.5681,12.1720,19.7983
723,1,81,CA,F,,1,46.0646,11.6373,17.9282
724,1,81,CA,F,,11,47.5514,15.1216,15.7203
725,1,81,CA,F,,10,49.5284,9.5305,18.9384
726,1,81,CA,F,,7,50.5088,10.5496,18.4475
727,1,82,CA,F,,6,64.4724,8.8145,14.1895
728,1,82,CA,F,,9,43.1690,11.7212,12.5162
729,1,82,CA,F,,2,65.3222,10.0941,16.7642
730,1,82,CA,F,,5,46.2104,12.5006,9.8271
731,1,82,CA,F,,4,65.8486,9.2954,16.1788
732,1,82,CA,F,,1,63.1323,7.7779,10.9603
733,1,82,CA,F,,11,62.3450,9.6627,13.6830
734,1,82,CA,F,,10,63.0483,7.3519,12.2606
735,1,82,CA,F,,7,63.9571,6.8902,11.5158
736,1,83,CA,M,,6,59.7397,11.1791,15.7342
737,1,83,CA,M,,9,41.6673,10.7193,13.0705
738,1,83,CA,M,,2,59.4398,8.9746,17.3783
739,1,83,CA,M,,5,25.3209,9.5866,8.7514
740,1,83,CA,M,,4,56.7149,11.3741,19.2493
741,1,83,CA,M,,1,56.5083,9.1545,15.3966
742,1,83,CA,M,,11,53.1461,10.0192,12.0994
743,1,83,CA,M,,10,55.2306,8.5445,18.2351
744,1,83,CA,M,,7,62.2726,6.9578,14.4253
745,1,84,CA,M,,6,62.7545,8.7122,16.2443
746,1,84,CA,M,,9,56.8740,10.7798,12.5373
747,1,84,CA,M,,2,61.5044,8.9291,13.2667
748,1,84,CA,M,,5,62.3470,11.4040,12.1607
749,1,84,CA,M,,4,59.5293,11.9478,15.4544
750,1,84,CA,M,,1,58.6013,8.7598,16.0431
751,1,84,CA,M,,11,48.4410,9.2252,12.5575
752,1,84,CA,M,,10,55.5320,6.8682,17.7101
753,1,84,CA,M,,7,62.7525,6.1862,14.4905
754,1,85,CA,M,,6,59.0097,12.2196,15.0211
755,1,85,CA,M,,9,61.1487,10.0792,12.2747
756,1,85,CA,M,,2,56.2052,10.3157,13.0533
757,1,85,CA,M,,5,62.3404,9.7866,13.1606
758,1,85,CA,M,,4,48.1137,8.8981,11.7895
759,1,85,CA,M,,1,62.8824,8.9857,14.8042
760,1,85,CA,M,,11,60.8442,8.8945,11.5280
761,1,85,CA,M,,10,55.4318,6.7615,17.2656
762,1,85,CA,M,,7,62.8076,5.7684,13.1503
763,1,86,CA,F,,6,39.1296,10.2386,15.5952
764,1,86,CA,F,,9,47.7602,10.9108,19.3419
765,1,86,CA,F,,2,39.1334,10.6749,16.6845
766,1,86,CA,F,,5,37.1769,10.9994,17.0083
767,1,86,CA,F,,4,39.5055,12.3266,14.9563
768,1,86,CA,F,,1,48.4971,8.3992,16.8730
769,1,86,CA,F,,11,55.7021,10.2273,18.9325
770,1,86,CA,F,,10,46.1705,9.9028,18.8431
771,1,86,CA,F,,7,50.7965,9.5274,18.9556
772,1,87,CA,F,,6,56.3279,10.6344,18.4329
773,1,87,CA,F,,9,54.6624,13.1357,19.0586
774,1,87,CA,F,,2,57.2401,8.5536,19.5220
775,1,87,CA,F,,4,55.3900,10.3120,19.7003
776,1,87,CA,F,,1,58.3035,6.4143,19.4598
777,1,87,CA,F,,11,60.4283,9.8490,14.6558
778,1,87,CA,F,,10,57.5094,5.7935,19.0653
779,1,87,CA,F,,7,59.0495,5.8804,16.9326
780,1,88,CA,F,,6,65.7142,7.8636,15.1048
781,1,88,CA,F,,9,57.4119,7.5707,11.0445
782,1,88,CA,F,,2,68.4230,7.3782,12.1122
783,1,88,CA,F,,5,32.5369,10.4418,14.1954
784,1,88,CA,F,,4,69.3788,7.6366,13.5262
785,1,88,CA,F,,1,63.4696,7.2719,12.8818
786,1,88,CA,F,,11,60.6562,8.4222,11.5367
787,1,88,CA,F,,10,64.2996,7.4194,13.9909
788,1,88,CA,F,,7,67.0245,3.5390,9.6647
789,1,89,CA,M,,6,57.0813,12.2029,11.6706
790,1,89,CA,M,,9,49.1724,16.6793,10.8905
791,1,89,CA,M,,2,58.0212,12.4632,12.6365
792,1,89,CA,M,,5,45.0467,17.6726,7.7173
793,1,89,CA,M,,4,55.5118,8.1481,11.0226
794,1,89,CA,M,,1,61.5064,9.5501,14.0493
795,1,89,CA,M,,11,53.7600,14.5355,13.7882
796,1,89,CA,M,,10,57.8164,9.5643,15.7662
797,1,89,CA,M,,7,64.4045,7.1602,12.5177
798,1,90,CA,F,,6,60.9930,7.0694,17.8524
799,1,90,CA,F,,9,55.3087,10.0715,16.4040
800,1,90,CA,F,,2,62.9466,7.5787,14.3985
801,1,90,CA,F,,5,42.4448,8.7707,9.5642
802,1,90,CA,F,,4,60.6986,9.6492,16.7907
803,1,90,CA,F,,1,60.8381,4.0883,14.0748
804,1,90,CA,F,,11,57.1249,8.4830,13.7112
805,1,90,CA,F,,10,59.2477,6.3677,17.2043
806,1,90,CA,F,,7,62.3124,3.8266,14.9409
807,1,91,CA,F,,6,59.1360,10.1156,14.8866
808,1,91,CA,F,,9,61.7283,6.6711,13.3420
809,1,91,CA,F,,2,64.6035,6.5905,12.9192
810,1,91,CA,F,,5,57.3424,9.7567,11.8918
811,1,91,CA,F,,4,60.2957,10.3224,14.8049
812,1,91,CA,F,,1,59.7427,6.4104,17.6471
813,1,91,CA,F,,11,48.9088,7.2106,12.9559
814,1,91,CA,F,,10,57.7710,5.4904,17.0785
815,1,91,CA,F,,7,57.5132,4.4780,15.0232
816,1,92,CA,F,,6,58.9079,11.6300,14.3789
817,1,92,CA,F,,9,55.5088,9.5269,14.4811
818,1,92,CA,F,,2,58.0731,13.8449,18.1858
819,1,92,CA,F,,5,41.4978,12.9222,8.7698
820,1,92,CA,F,,4,54.8483,11.9839,13.5091
821,1,92,CA,F,,1,53.6784,7.6297,15.1202
822,1,92,CA,F,,11,57.0495,10.2672,14.1993
823,1,92,CA,F,,10,60.8797,6.4182,15.3889
824,1,92,CA,F,,7,60.9579,6.2512,15.4185
825,1,93,CA,F,3,2,64.8128,11.7362,16.6449
826,1,93,CA,F,3,2,64.1001,11.6597,15.6116
827,1,93,CA,F,3,9,58.8910,14.0620,17.7287
828,1,93,CA,F,3,4,61.3899,14.8214,17.6165
829,1,93,CA,F,3,8,65.7761,10.1206,15.8320
830,1,93,CA,F,3,7,67.2899,6.0646,14.1397
831,1,93,CA,F,3,10,60.0851,9.8010,18.1761
832,1,93,CA,F,3,6,61.0845,14.9040,16.5038
833,1,94,CA,F,2,2,61.0319,16.7043,12.4371
834,1,94,CA,F,2,2,60.8326,16.1401,13.1572
835,1,94,CA,F,2,9,60.0325,16.6210,16.2433
836,1,94,CA,F,2,4,62.0441,14.3475,16.3093
837,1,94,CA,F,2,8,63.8070,8.5082,15.6668
838,1,94,CA,F,2,7,66.3539,5.5011,14.0586
839,1,94,CA,F,2,10,57.9103,9.7307,18.8099
840,1,94,CA,F,2,6,59.7282,15.2970,15.5436
841,1,95,CA,F,2,2,56.4057,19.7957,13.3648
842,1,95,CA,F,2,2,56.7048,18.7799,13.8048
843,1,95,CA,F,2,9,59.6169,14.3738,18.7228
844,1,95,CA,F,2,4,56.9735,18.3437,16.7690
845,1,95,CA,F,2,8,59.3192,13.7612,18.4035
846,1,95,CA,F,2,7,66.2247,7.2466,13.7585
847,1,95,CA,F,2,10,58.4843,12.6798,19.8129
848,1,95,CA,F,2,6,58.9241,13.4491,17.2565
849,1,96,CA,F,2,2,68.0169,7.7792,14.4991
850,1,96,CA,F,2,2,67.5417,8.3459,15.5605
851,1,96,CA,F,2,9,61.8620,19.5894,16.2746
852,1,96,CA,F,2,4,62.3324,15.0275,13.9116
853,1,96,CA,F,2,8,70.2513,5.5754,16.0416
854,1,96,CA,F,2,7,70.9696,4.6817,13.6165
855,1,96,CA,F,2,10,66.3699,6.8008,17.4620
856,1,96,CA,F,2,6,68.0451,9.9109,14.3653
857,1,97,CA,F,2,2,66.0129,12.1318,12.5095
858,1,97,CA,F,2,2,63.9329,14.0449,13.4266
859,1,97,CA,F,2,9,63.6583,11.9469,15.6870
860,1,97,CA,F,2,4,63.6167,14.9356,14.0758
861,1,97,CA,F,2,8,68.0044,7.9381,16.2132
862,1,97,CA,F,2,7,70.1749,5.4337,12.4504
863,1,97,CA,F,2,10,67.0260,7.0964,16.7450
864,1,97,CA,F,2,6,60.6502,17.1100,13.7756
865,1,98,CA,F,2,2,60.6720,16.7830,18.9176
866,1,98,CA,F,2,2,61.8892,14.0265,19.8443
867,1,98,CA,F,2,9,66.0105,11.2219,19.9087
868,1,98,CA,F,2,4,60.0212,15.5223,18.2819
869,1,98,CA,F,2,8,60.7426,7.6644,22.5736
870,1,98,CA,F,2,7,63.3450,6.8571,18.7457
871,1,98,CA,F,2,10,56.3308,10.1174,22.2001
872,1,98,CA,F,2,6,61.1019,13.8306,18.1522
873,1,99,CA,M,2,2,57.6889,20.8939,12.8424
874,1,99,CA,M,2,2,59.5569,19.2792,12.6105
875,1,99,CA,M,2,9,59.2468,19.1419,15.4506
876,1,99,CA,M,2,4,56.0333,19.8881,16.2026
877,1,99,CA,M,2,8,66.0467,10.3696,11.2195
878,1,99,CA,M,2,7,64.5312,8.0543,10.5110
879,1,99,CA,M,2,10,60.5775,7.0019,13.2478
880,1,99,CA,M,2,6,58.2612,16.0484,15.7289
881,1,100,CA,M,5,2,50.5934,25.2024,15.5408
882,1,100,CA,M,5,2,51.5812,21.4788,18.6440
883,1,100,CA,M,5,4,54.0084,22.0459,18.6512
884,1,100,CA,M,5,8,56.8356,16.1499,15.6319
885,1,100,CA,M,5,7,69.1507,5.7969,12.2827
886,1,100,CA,M,5,10,56.7122,15.2116,19.0850
887,1,100,CA,M,5,6,54.4856,20.1141,19.9735
888,1,101,CA,M,2,2,65.8214,10.3037,16.8791
889,1,101,CA,M,2,2,66.5742,9.5311,16.3066
890,1,101,CA,M,2,9,63.1339,11.7071,19.0034
891,1,101,CA,M,2,4,57.1500,9.0980,17.6116
892,1,101,CA,M,2,8,68.1347,7.4379,17.2465
893,1,101,CA,M,2,7,66.5860,5.4928,13.6500
894,1,101,CA,M,2,10,65.9743,7.0453,13.2420
895,1,101,CA,M,2,6,63.8707,11.6507,16.7448
896,1,102,CA,F,2,2,62.1140,11.9796,19.4779
897,1,102,CA,F,2,2,62.3400,10.3023,22.4024
898,1,102,CA,F,2,9,61.6532,12.3646,24.6555
899,1,102,CA,F,2,4,60.5329,15.8961,19.0176
900,1,102,CA,F,2,8,65.4798,9.1856,21.2872
901,1,102,CA,F,2,7,65.2467,6.0859,18.4726
902,1,102,CA,F,2,10,55.7897,9.1040,25.7231
903,1,102,CA,F,2,6,53.8851,20.3900,20.4682
904,1,103,CA,M,3,2,58.2771,18.6445,13.7530
905,1,103,CA,M,3,2,59.9080,16.3195,14.6489
906,1,103,CA,M,3,9,52.5463,24.7238,17.9002
907,1,103,CA,M,3,4,51.6234,16.9276,21.6034
908,1,103,CA,M,3,8,60.0854,14.2562,14.7469
909,1,103,CA,M,3,7,64.5749,6.5197,9.5972
910,1,103,CA,M,3,10,64.3559,6.6134,12.2358
911,1,103,CA,M,3,6,57.3143,18.2450,15.4239
912,1,104,CA,M,2,2,57.9631,20.4009,17.1430
913,1,104,CA,M,2,2,56.0132,23.2122,16.1745
914,1,104,CA,M,2,9,57.2542,20.8867,19.9451
915,1,104,CA,M,2,4,45.9091,15.0448,16.1955
916,1,104,CA,M,2,8,56.4652,18.1363,22.4344
917,1,104,CA,M,2,7,61.2553,9.8752,16.0148
918,1,104,CA,M,2,10,51.3736,11.4198,24.3842
919,1,104,CA,M,2,6,53.8036,21.7329,19.8686
920,1,105,CA,F,2,2,62.5055,12.1978,15.8066
921,1,105,CA,F,2,2,64.1282,10.8619,16.0059
922,1,105,CA,F,2,9,58.8584,16.0804,17.3374
923,1,105,CA,F,2,4,59.4613,14.6057,17.6916
924,1,105,CA,F,2,8,66.2025,6.2214,17.3851
925,1,105,CA,F,2,7,63.4331,5.6978,13.6463
926,1,105,CA,F,2,10,56.3102,11.2036,22.0225
927,1,105,CA,F,2,6,61.5641,13.5292,16.6481
928,1,106,CA,F,3,6,57.7666,16.6778,19.4619
929,1,106,CA,F,3,2,61.5940,10.4245,20.6827
930,1,106,CA,F,3,2,63.2748,10.3675,18.4679
931,1,106,CA,F,3,9,60.6488,14.7236,19.0322
932,1,106,CA,F,3,4,56.2768,18.2197,19.2824
933,1,106,CA,F,3,8,64.7695,9.7392,19.8258
934,1,106,CA,F,3,7,61.6605,7.6926,18.0093
935,1,106,CA,F,3,10,56.0637,10.6766,25.2681
936,1,107,CA,M,2,6,61.0738,14.5119,17.0834
937,1,107,CA,M,2,2,59.3788,18.9224,13.3501
938,1,107,CA,M,2,2,61.5666,13.4666,15.0464
939,1,107,CA,M,2,9,61.7267,13.5585,17.1222
940,1,107,CA,M,2,4,58.3130,16.2295,18.3239
941,1,107,CA,M,2,8,64.0708,8.8792,19.4880
942,1,107,CA,M,2,7,67.0497,5.6200,13.4683
943,1,107,CA,M,2,10,54.9601,11.3858,20.0429
944,1,108,CA,M,2,6,61.2669,16.1894,16.8809
945,1,108,CA,M,2,2,61.1847,18.3742,15.7228
946,1,108,CA,M,2,2,62.5774,15.2815,15.4340
947,1,108,CA,M,2,9,62.8596,15.8723,17.4070
948,1,108,CA,M,2,8,64.6969,11.5646,17.6272
949,1,108,CA,M,2,7,65.5464,8.1301,14.2434
950,1,108,CA,M,2,10,54.3069,8.3605,16.4110
951,1,110,CA,F,2,6,60.6504,14.4670,19.1057
